	1997-99	2000-02	2003-05	2006-08	2009-11	2012-14
1997-99	0.9522471868503667	0.9210899347402434	0.8928157448741579	0.8912156369308512	0.8889607979961204	0.8994797054606783
2000-02	0.9110588207624168	0.9608220513007671	0.897631817731339	0.8981724560695306	0.8940553290834157	0.9061820390699965
2003-05	0.9171098862425607	0.9267061767108304	0.9442562579456343	0.9058981108646059	0.9007718689363432	0.9144633400252776
2006-08	0.9171557386095075	0.9266971375599938	0.9071229715722435	0.951756756608229	0.9033963021978884	0.9173449601072584
2009-11	0.9132779362014936	0.921153580526788	0.8991079676920098	0.9027684878912127	0.9491857616411584	0.9090505955309117
2012-14	0.915130070944111	0.9213521851581196	0.8988686539569363	0.9056479553655455	0.9026974071681477	0.9578840214730537
