	2006-08	2009-11	2012-14	2015-17
2006-08	0.8226321072390477	0.8277362258347064	0.8251019587027729	0.8589312191607209
2009-11	0.7988202870536355	0.8425599196305328	0.8299767927100422	0.858229394044237
2012-14	0.8001402627240037	0.819237354005793	0.8327365621170951	0.8691201203298546
2015-17	0.7899415537970464	0.8128513489003609	0.8347681650059999	0.8799725030469778
