	Jan-Mar	Apr-Jun	Jul-Sep	Oct-Dec
Jan-Mar	0.8796900520942549	0.8738689285634016	0.8748069523755317	0.8700872731709887
Apr-Jun	0.87344014527027	0.883225805191435	0.8747371183451136	0.8687005154541698
Jul-Sep	0.874071445797662	0.874656626344229	0.8859820839769716	0.871797559284283
Oct-Dec	0.8719811839138527	0.8724082478881728	0.873644370433151	0.8823851587529845
