	Jan-Mar	Apr-Jun	Jul-Sep	Oct-Dec
Jan-Mar	0.9481859837835372	0.9123650329995158	0.9127368790826189	0.9097871063398898
Apr-Jun	0.9160858257460684	0.9487268318565576	0.9140636162354747	0.9090482839396407
Jul-Sep	0.9156022958494133	0.9123452753527258	0.9516530124716969	0.9097123276220276
Oct-Dec	0.9162926374724668	0.9139836949826096	0.918290833276327	0.9451877656234394
