	Jan-Mar	Apr-Jun	Jul-Sep	Oct-Dec
Jan-Mar	0.8955785840936276	0.8943749039449419	0.8908238850817933	0.85646415456915
Apr-Jun	0.8082383179352406	0.9403752156802391	0.8532815114955956	0.8287390260638706
Jul-Sep	0.8361903704958156	0.9036606266750568	0.9169023009735234	0.8449955846780288
Oct-Dec	0.8486391843255351	0.8906471700158857	0.8838830318456589	0.9019576878646559
