	2006-08	2009-11	2012-14	2015-17
2006-08	0.8285873487180346	0.8384967606205841	0.8694422857158282	0.8829476317738183
2009-11	0.8136992801681696	0.8563789657670913	0.8700983020323928	0.8827150778373973
2012-14	0.8151151099470277	0.84204263444453	0.8837759845745884	0.8935156576334845
2015-17	0.8139411877921889	0.8386944734918282	0.8746234820763664	0.9016826927411881
